Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDT35,OUT013,2715.826908
FDN12,OUT049,1863.476563
NCE31,OUT019,-1381.101563
FDL21,OUT017,848.7800327
FDV56,OUT017,1911.17847
FDR16,OUT017,3515.55347
NCP41,OUT049,1855.578125
FDJ27,OUT013,1701.451908
FDA07,OUT017,2156.264408
FDK55,OUT049,1551.492188
FDM33,OUT049,3576.90625
FDY46,OUT046,2962.796875
FDD36,OUT046,1907.09375
FDB12,OUT027,3127.162845
FDF28,OUT019,143.3972202
NCE07,OUT019,373.921875
FDW50,OUT027,4038.210938
NCW18,OUT017,3811.890625
NCJ17,OUT019,-560.8203125
DRZ24,OUT010,-17.796875
FDS07,OUT035,2029.445313
NCW05,OUT010,-230.8671875
FDZ22,OUT018,1073.625
FDK02,OUT046,1929.554688
FDZ45,OUT027,4563
FDL25,OUT046,1514.444095
FDS08,OUT045,2763.007813
NCZ42,OUT027,5152.0625
FDX57,OUT035,1746.842533
FDF21,OUT046,3090.655033
FDJ56,OUT018,1318.445313
FDX10,OUT013,678.0300327
DRG48,OUT035,2453.523438
DRN37,OUT046,2632.820313
NCY41,OUT018,313.4921875
FDN28,OUT045,1627.951908
FDE34,OUT045,2797.460938
FDR10,OUT045,2542.617188
FDC32,OUT017,1630.9375
DRG13,OUT046,2597.898438
FDP59,OUT049,1836.639408
NCT53,OUT010,725.0625
FDL57,OUT027,5546.905033
FDN32,OUT010,1074.296875
FDK09,OUT018,3304.914063
FDA52,OUT010,903.3972202
FDC57,OUT049,3236.83472
FDI09,OUT035,4137.826908
NCB07,OUT046,3097.210938
FDP26,OUT035,1753.820313
FDP40,OUT027,3275.86597
FDL15,OUT013,2453.851563
FDV07,OUT046,1829.492188
FDS03,OUT017,1179.070313
FDE50,OUT049,3128.311283
FDQ15,OUT017,1416.287845
FDQ33,OUT010,460.0625
FDT22,OUT013,973.6875
DRO35,OUT035,2037.882813
FDJ41,OUT049,4216.351563
FDQ27,OUT035,1887.86597
FDC26,OUT017,1926.210938
NCF43,OUT027,3700.046875
NCR50,OUT035,2559.945313
FDE39,OUT018,1616.578125
FDN49,OUT027,2173.912845
DRG11,OUT035,1875.179688
NCA18,OUT049,1945.578125
FDM36,OUT018,2503.420658
FDW32,OUT017,1559.64722
NCQ18,OUT010,-392.4453125
FDX14,OUT027,2654.890625
FDD46,OUT017,2510.554688
FDI34,OUT019,1792.70972
NCJ17,OUT035,1502.304688
FDB52,OUT035,4175.867188
FDV55,OUT018,2051.679688
FDC57,OUT046,3115.11597
FDB29,OUT046,1869.36597
NCO43,OUT035,1750.914063
FDG44,OUT045,836.484375
FDJ34,OUT045,1982.64722
FDH40,OUT049,1450.061283
NCD07,OUT027,3217.289063
FDB41,OUT017,884.0065952
FDH47,OUT018,1319.608158
DRK37,OUT035,3135.039063
FDM25,OUT019,959.2253452
NCX06,OUT045,2802.117188
NCS05,OUT017,2236.492188
FDS39,OUT045,2220.3125
FDC47,OUT027,5012.859375
FDG20,OUT013,2921.576908
DRL23,OUT017,1828.796875
FDY33,OUT013,2577.11597
NCH18,OUT045,3755.992188
FDX47,OUT035,2681.756595
NCB06,OUT045,2452.804688
FDP36,OUT049,975.7253452
FDW44,OUT018,2543.608158
NCU41,OUT018,2761.242188
NCS17,OUT046,1543.273438
FDD46,OUT035,2600.164063
FDE45,OUT017,2965.476563
FDI09,OUT017,4090.264408
NCJ54,OUT010,1750.3125
NCA29,OUT018,2435.140625
NCN41,OUT027,3415.601563
FDY34,OUT035,2806.873783
NCG55,OUT035,1978.804688
DRM49,OUT046,747.6628452
NCB42,OUT049,1961.046875
FDE58,OUT045,1799.09375
DRJ25,OUT013,831.203125
FDS47,OUT010,-527.7734375
FDY21,OUT049,3203.835938
NCI54,OUT013,1791.257813
FDO24,OUT017,2600.078125
FDY43,OUT035,2855.679688
FDF35,OUT018,1446.039063
NCP29,OUT019,-880.578125
FDN28,OUT027,3117.280033
FDJ50,OUT018,632.3828125
FDQ14,OUT027,3818.976563
FDC37,OUT035,1895.09375
FDN08,OUT046,1977.600345
FDD04,OUT035,2375.203125
FDW34,OUT018,3574.179688
FDP04,OUT017,1165.015625
NCG07,OUT017,3052.820313
NCN14,OUT018,2621.007813
FDJ16,OUT045,857.7421875
NCM42,OUT045,1660.648438
NCF19,OUT046,802.8046875
FDY21,OUT018,2808.78125
FDY19,OUT035,2045.882813
FDV09,OUT045,2325.125
FDA28,OUT013,2069.764408
FDC38,OUT018,1869.710938
FDL28,OUT045,3592.123783
NCH43,OUT049,3498.835938
NCN53,OUT045,525.296875
NCW05,OUT017,1816.226563
NCO30,OUT018,2645.90625
FDT04,OUT019,-1302.914063
FDB27,OUT018,2807.203125
NCK07,OUT013,2663.132813
NCA53,OUT013,841.25
FDB33,OUT018,2317.101563
FDU37,OUT017,1457.537845
FDR13,OUT035,2074.600345
FDE45,OUT049,2966.335938
FDV37,OUT017,3276.819095
FDX44,OUT019,-400.0859375
NCL06,OUT017,4193.84375
FDJ28,OUT045,2939.257813
FDX55,OUT049,3594.75
NCK17,OUT018,413.3125
FDH52,OUT035,1193.756595
FDN13,OUT027,3063.484375
FDK44,OUT018,2471.273438
FDU16,OUT046,1352.451908
FDZ07,OUT017,1160.326908
NCN06,OUT027,4019.984375
FDH02,OUT010,-360.4777798
NCW18,OUT045,3620.554688
FDH57,OUT013,2153.617188
FDV35,OUT045,2393.75
NCU29,OUT013,2350.617188
NCP02,OUT046,945.84375
FDN44,OUT013,2637.734375
FDX03,OUT018,513.0378452
FDR11,OUT010,624.1081577
FDA36,OUT046,2951.265625
FDP58,OUT027,4865.179688
FDH31,OUT045,1561.639408
FDH34,OUT035,3118.296875
FDS13,OUT035,4321.929688
FDT01,OUT018,3164.756595
FDY09,OUT049,2899.132813
FDV33,OUT027,5558.600345
NCW29,OUT010,146.3671875
NCN17,OUT045,1552.078125
FDX01,OUT046,1931.773438
FDL03,OUT049,3252.842533
DRL59,OUT049,1016.96875
DRM11,OUT027,5586.539063
FDA43,OUT049,3254.585938
FDZ56,OUT010,826.515625
FDI44,OUT018,1011.835938
FDB50,OUT013,1328.101563
FDU15,OUT019,-1245.837155
NCJ19,OUT019,-963.4765625
FDD48,OUT013,1894.9375
NCW42,OUT035,3612.328125
FDL24,OUT017,2920.95972
NCB30,OUT013,3140.296875
FDK25,OUT013,2746.436283
FDW28,OUT049,3167.484375
FDD47,OUT017,2879.67847
FDK16,OUT019,-437.65625
FDW37,OUT046,1508.132813
FDA48,OUT035,3631.898438
FDA14,OUT017,2403.585938
FDV15,OUT013,1661.695313
FDN22,OUT049,4094.412845
NCD55,OUT045,607.75
FDY43,OUT013,2727.289063
NCU05,OUT017,1402.664063
FDF10,OUT035,2512.451908
FDR39,OUT018,2639.789063
FDG40,OUT013,591.6171875
FDZ28,OUT019,156.9362827
FDE02,OUT045,1469.296875
FDU60,OUT049,2823.264408
FDM21,OUT013,4083.726563
FDV52,OUT019,-36.74340483
NCW06,OUT013,3041.4375
FDX36,OUT035,3739.08472
FDT35,OUT027,4187.86597
NCL19,OUT010,355.8671875
NCD31,OUT046,2600.695313
FDE53,OUT019,-182.8203125
FDW58,OUT019,-169.5390625
DRF48,OUT046,2958.148438
FDW57,OUT035,2963.561283
DRH13,OUT017,1812.609375
FDT33,OUT013,2744.514408
DRK47,OUT027,5036.671875
FDY22,OUT010,362.7019077
FDC35,OUT019,1401.304688
FDO03,OUT013,3686.514408
FDF24,OUT045,1308.139408
FDF56,OUT018,2648.162845
FDD28,OUT013,960.7109375
FDG53,OUT027,3694.226563
FDO27,OUT019,-331.7980923
NCF54,OUT018,2418.773438
FDC20,OUT027,2405.164063
FDU10,OUT046,695.0769077
DRA24,OUT018,2348.264408
FDA02,OUT010,411.9362827
FDG10,OUT017,1100.256595
FDW39,OUT010,974.1706577
FDP04,OUT019,-846.4453125
NCM55,OUT013,2953.851563
FDG47,OUT045,4067.890625
NCU41,OUT017,3145.992188
NCK31,OUT017,959.7109375
FDZ46,OUT045,1688.515625
FDU13,OUT027,3826.898438
NCF19,OUT045,735.6015625
NCJ43,OUT013,2752.320313
NCJ05,OUT045,2375.570313
FDS04,OUT027,3664.80347
FDX28,OUT010,-305.25
FDB41,OUT027,2234.280033
FDG53,OUT046,2248.148438
FDL15,OUT010,526.8828125
FDQ08,OUT049,1190.061283
DRN36,OUT013,1578.960938
FDI46,OUT013,4016.804688
FDG16,OUT027,4811.523438
FDV32,OUT013,1094.4375
FDF44,OUT010,280.3581577
FDK04,OUT018,641.2734375
NCA41,OUT013,3098.085938
FDD51,OUT017,796.5234375
NCZ53,OUT045,2928.367188
FDP01,OUT027,3920.936283
FDY25,OUT049,3011.226563
FDB17,OUT018,2563.703125
NCV54,OUT018,1611.484375
FDJ32,OUT017,1180.273438
FDA37,OUT049,2171.045658
FDG35,OUT035,2963.162845
NCM05,OUT018,3924.15625
FDG45,OUT046,3412.742188
FDH28,OUT013,703.1159702
NCE18,OUT049,3995.03125
FDH38,OUT045,1866.367188
FDR56,OUT013,3240.436283
FDH17,OUT027,3034.733158
FDD39,OUT049,3514.414063
FDB41,OUT049,903.6081577
NCR53,OUT046,3525.53125
FDX46,OUT017,1097.545658
FDV28,OUT049,727.6706577
FDA08,OUT018,2434.373783
FDH45,OUT017,884.2644077
NCS38,OUT010,-129.0078125
FDD40,OUT010,1172.17847
DRM59,OUT035,2612.671875
NCJ43,OUT018,2479.015625
NCN29,OUT013,864.1796875
NCC19,OUT045,2931.492188
FDR56,OUT035,3328.350345
FDZ43,OUT049,4003.162845
FDJ32,OUT010,-851.34375
DRH03,OUT017,1569.226563
NCZ54,OUT035,2708.25
FDE26,OUT017,2456.046875
FDS03,OUT045,983.25
DRZ24,OUT019,-5.921875
FDO48,OUT027,4992.99097
FDW39,OUT049,2934.155033
NCK05,OUT049,1123.273438
NCK30,OUT017,4087.796875
FDT27,OUT018,3481.33472
FDS08,OUT019,962.1640625
NCJ19,OUT049,995.28125
FDC58,OUT045,654.6640625
DRE37,OUT013,2986.773438
FDW02,OUT035,2194.569095
FDJ02,OUT010,538.2956577
FDX09,OUT045,2739.632813
FDT31,OUT010,1117.4375
FDI24,OUT049,2926.601563
FDY09,OUT045,2721.5
FDV28,OUT045,528.6472202
DRM47,OUT049,3154.617188
FDT52,OUT019,2016.467533
FDI48,OUT018,656.8425327
FDY55,OUT017,4185.273438
FDU48,OUT013,2137.96875
FDN25,OUT045,905.4675327
FDP20,OUT049,2168.695313
FDJ15,OUT013,2990.912845
FDD04,OUT018,1919.734375
FDY58,OUT045,3565.578125
FDR37,OUT018,2680.936283
FDF44,OUT013,2184.67847
FDD32,OUT045,1352.045658
FDR57,OUT017,2641.162845
DRG39,OUT027,2324.890625
FDX15,OUT017,2614.085938
DRN37,OUT045,2539.117188
FDW40,OUT027,3730.381595
FDB32,OUT049,1655.296875
FDM40,OUT018,1965.617188
FDE39,OUT027,3359.6875
DRH49,OUT017,1425.765625
FDT46,OUT049,930.78125
NCF06,OUT035,4192.632813
FDP07,OUT017,3240.773438
FDC04,OUT013,3797.648438
FDZ32,OUT017,1856.819095
FDD50,OUT045,2639.210938
FDU56,OUT017,3077.5625
FDV34,OUT017,1330.655033
NCY41,OUT013,651.5703125
NCK18,OUT046,2620.820313
DRH25,OUT049,957.65625
FDT57,OUT046,3772.59375
FDV56,OUT018,1527.967533
FDV12,OUT045,1545.02222
FDN52,OUT017,1540.881595
FDX38,OUT035,963.3894077
FDE47,OUT018,1719.382813
NCO07,OUT013,3379.109375
FDV09,OUT027,3850.367188
FDZ23,OUT019,1081.444095
DRH51,OUT018,1105.59375
NCY54,OUT045,2604.039063
DRG49,OUT013,3900.359375
NCC19,OUT049,3117.320313
NCV53,OUT045,3751.867188
FDZ47,OUT019,-213.0246548
NCO26,OUT018,1524.96875
NCP02,OUT045,911.3203125
NCW30,OUT018,3803.84375
NCN55,OUT046,3799.867188
FDB20,OUT010,-638.015625
DRL11,OUT013,2540.453125
DRD60,OUT045,2799.375
FDW14,OUT010,-474.3527798
FDL27,OUT010,-804.0078125
FDU09,OUT018,679.3737827
DRH36,OUT027,2655.835938
FDP34,OUT027,3915.367188
FDE04,OUT017,2961.764408
FDZ57,OUT027,3573.951908
FDF02,OUT010,-225.4765625
FDG28,OUT045,3830.287845
NCI31,OUT046,586.7265625
FDT43,OUT013,931.2890625
FDU20,OUT046,2028.61597
FDD53,OUT013,734.3671875
FDW15,OUT045,2355.24097
NCT53,OUT045,2524.929688
NCG55,OUT027,3262.953125
FDD48,OUT035,1998.429688
FDG47,OUT049,4283.289063
FDI21,OUT017,1187.975345
FDT27,OUT017,3855.17847
DRO35,OUT013,1918.828125
FDD33,OUT017,3831.203125
FDC04,OUT035,3952.507813
FDY34,OUT013,2690.92847
DRJ49,OUT049,2141.234375
FDE05,OUT049,2419.381595
FDU31,OUT017,3654.36597
NCN19,OUT027,4433.90625
FDK56,OUT027,4410.382813
FDK58,OUT017,1805.701908
NCJ42,OUT035,1771.90625
FDZ34,OUT027,4523.5
FDA52,OUT018,2531.826908
NCR29,OUT013,955.0078125
FDT48,OUT035,3330.539063
DRJ51,OUT019,1678.257813
NCS54,OUT046,2801.867188
FDV01,OUT035,2674.576908
DRG51,OUT027,4028.671875
NCG42,OUT013,2106.9375
FDA51,OUT049,1934.39722
FDV19,OUT010,711.2097202
NCT18,OUT045,2789.320313
NCS41,OUT045,2859.140625
FDO03,OUT046,3661.92847
FDL12,OUT010,-883.7824673
FDY37,OUT010,458.4831577
FDI58,OUT049,1627.717533
FDT28,OUT018,2079.96875
NCC42,OUT010,296.984375
FDO01,OUT017,2240.256595
FDJ02,OUT013,2449.08472
FDQ04,OUT018,409.59375
DRL47,OUT013,2053.046875
FDZ32,OUT035,1947.826908
FDC35,OUT035,3446.359375
FDX14,OUT045,1088.570313
FDZ35,OUT013,1769.95972
FDL14,OUT013,2589.850345
FDO04,OUT049,996.078125
DRK11,OUT017,2520.820313
FDB44,OUT018,3115.054688
FDZ50,OUT049,3029.655033
FDI12,OUT027,2923.280033
FDU43,OUT017,3926.17847
FDD58,OUT010,-335.890625
FDB27,OUT017,3171.726563
FDB04,OUT018,1123.795658
NCO17,OUT013,1935.320313
FDL12,OUT017,1093.405033
DRJ13,OUT049,2632.984375
FDD57,OUT045,1540.023438
FDW19,OUT035,2010.123783
DRD27,OUT018,1314.101563
FDH27,OUT027,3731.242188
NCW30,OUT027,5533.046875
FDR40,OUT018,1058.05347
FDG05,OUT013,2538.920658
NCY41,OUT019,-1305.664063
FDI38,OUT018,3074.975345
FDR20,OUT046,811.8972202
FDE09,OUT017,1909.257813
FDN50,OUT019,-280.6340298
DRF27,OUT045,2333.914063
DRF51,OUT013,612.4375
NCO02,OUT019,-810.5
FDB51,OUT027,2443.945313
FDJ50,OUT013,954.8359375
FDN52,OUT013,1416.483158
FDX14,OUT013,1242.398438
FDT27,OUT019,1868.350345
FDV10,OUT013,763.9675327
FDU33,OUT046,774.0144077
FDU58,OUT046,2998.74097
NCP42,OUT027,4517.664063
FDL51,OUT027,4840.311283
DRH15,OUT027,2166.648438
FDU16,OUT017,1509.092533
FDW15,OUT017,2532.405033
FDQ44,OUT045,1930.09375
NCI06,OUT027,4279.5
DRK23,OUT019,2097.015625
FDC28,OUT035,1890.726563
NCY17,OUT019,-1167.898438
NCV05,OUT018,2178.070313
FDM34,OUT019,211.3828125
DRD60,OUT027,4337.40625
FDT38,OUT046,1364.695313
FDQ57,OUT018,2043.492188
FDE59,OUT027,2088.9375
NCM43,OUT046,2598.664063
DRI51,OUT049,2786.484375
NCG30,OUT017,2055
NCK54,OUT035,1963.132813
FDQ16,OUT019,-151.15625
FDI36,OUT013,3202.80347
FDX16,OUT027,3797.890625
FDA34,OUT046,2806.25
FDJ48,OUT018,3647.835938
FDU47,OUT035,2394.420658
FDS39,OUT046,2301.515625
FDD11,OUT046,4010.890625
FDM16,OUT027,2676.49097
FDU56,OUT018,2667.898438
FDQ32,OUT017,2142.694095
DRK35,OUT013,705.796875
FDA58,OUT049,3786.351563
DRG48,OUT019,392.6640625
FDT59,OUT010,1779.078125
FDQ31,OUT019,-368.1418423
FDS51,OUT018,777.796875
FDW32,OUT027,2926.686283
FDI15,OUT027,5568.210938
NCV30,OUT017,1093.273438
DRG25,OUT049,3063.5625
FDT02,OUT013,580.921875
FDO33,OUT027,3270.5625
FDP38,OUT035,1036.226563
FDZ45,OUT035,3273.609375
NCA54,OUT027,4283.351563
FDU33,OUT017,883.8425327
FDN58,OUT017,3834.194095
FDI05,OUT045,1164.998783
FDM57,OUT019,-532.9230923
NCS42,OUT027,2866.03125
FDB57,OUT045,3520.80347
FDC03,OUT045,3044.30347
FDZ58,OUT013,1959.359375
NCK29,OUT045,1909.007813
NCR53,OUT045,3462.9375
FDE26,OUT027,3795.039063
FDU52,OUT049,2540.007813
FDE41,OUT027,2826.264408
FDU38,OUT018,2696.953125
FDA52,OUT017,2905.100345
FDW46,OUT046,1110.076908
DRI59,OUT035,3712.5
FDT38,OUT035,1490.96875
FDL33,OUT018,2832.351563
FDQ01,OUT027,5490.83472
FDJ08,OUT046,3057.226563
FDQ47,OUT049,739.8112827
NCZ18,OUT013,3955.101563
FDE29,OUT017,1059.835938
FDF10,OUT027,3801.014408
FDC48,OUT049,1472.71875
FDY58,OUT013,3652.453125
NCX30,OUT010,1969.054688
FDV11,OUT013,2888.280033
FDT46,OUT046,829.28125
DRD01,OUT019,-959.9387173
FDQ11,OUT013,4135.662845
NCM41,OUT017,1601.53125
NCC55,OUT013,623.015625
FDG45,OUT027,4860.734375
NCQ54,OUT049,2731.34375
FDM34,OUT045,1996.453125
FDD17,OUT019,1848.445313
FDN38,OUT027,5462.295658
FDB53,OUT018,2069.515625
NCL06,OUT035,4247.546875
NCV18,OUT019,-610.5859375
FDX25,OUT013,2958.554688
FDB39,OUT046,890.2734375
FDC33,OUT049,3302.670658
NCO14,OUT018,447.21875
FDA58,OUT027,5185.203125
NCQ02,OUT017,3044.09375
NCR53,OUT017,3669.59375
FDN52,OUT046,1431.05347
FDG26,OUT046,4084.835938
FDE23,OUT027,2303.74097
DRI37,OUT013,974.203125
DRH37,OUT018,2345.132813
FDO01,OUT035,2248.74097
FDK45,OUT049,2124.96875
FDP23,OUT049,3562.414063
FDM33,OUT035,3612.59375
FDD36,OUT017,2041.992188
FDL56,OUT017,1507.554688
FDT27,OUT010,1855.780033
FDG52,OUT017,826.0078125
NCL42,OUT035,3967.929688
DRJ24,OUT046,2916.46875
FDV38,OUT046,832.21875
FDT35,OUT045,2672.506595
FDY51,OUT045,3397.742188
FDC37,OUT017,1819.648438
NCP43,OUT013,2905.578125
FDO33,OUT045,1720.46875
FDW04,OUT018,1837.092533
NCC31,OUT046,2449.828125
FDK22,OUT049,3527.34375
FDJ50,OUT017,1054.507813
FDV13,OUT017,1624.123783
DRL60,OUT017,2514.453125
FDW03,OUT017,1834.881595
FDY27,OUT035,2943.429688
FDB39,OUT027,2323.171875
FDU59,OUT045,2521.507813
FDZ57,OUT049,2204.983158
FDO21,OUT049,3707.326908
FDS43,OUT018,2739.75
FDU28,OUT010,1086.076908
FDC51,OUT010,62.52222017
FDW16,OUT010,-399.3918423
FDP32,OUT010,120.34375
FDB60,OUT019,1220.242188
NCQ30,OUT046,1905.0625
FDD26,OUT049,3103.092533
FDI44,OUT045,1213.210938
DRH23,OUT046,908.375
FDO44,OUT046,1799.070313
FDG04,OUT046,2966.101563
FDM32,OUT027,2976.59375
FDM09,OUT013,2755.342533
FDZ47,OUT013,1663.49097
FDM40,OUT027,3686.851563
FDY48,OUT017,1756.46875
NCM30,OUT045,610.15625
FDX36,OUT010,1674.280033
DRF03,OUT017,736.0078125
FDN51,OUT049,4251.748783
FDM57,OUT049,1501.014408
FDB35,OUT049,1679.95972
FDY13,OUT027,2757.65625
FDA37,OUT017,2195.076908
NCX53,OUT017,2377.117188
FDD59,OUT018,1105.20972
FDX10,OUT019,-1265.829342
FDC03,OUT018,2828.920658
FDW43,OUT035,3804.108158
FDW10,OUT046,2789.789063
FDY14,OUT027,5562.046875
FDV43,OUT045,719.25
FDO40,OUT013,2412.601563
FDP46,OUT027,2915.226563
NCE43,OUT019,730.734375
FDD05,OUT035,2054.71875
FDJ60,OUT010,763.2253452
DRE27,OUT018,1219.109375
FDO11,OUT035,4163.662845
DRG11,OUT027,3179.15625
FDK33,OUT010,1497.382813
DRM23,OUT045,2624.71875
FDJ02,OUT027,3862.100345
NCZ05,OUT045,1610.882813
NCL30,OUT013,2021.523438
FDZ19,OUT018,2522.851563
FDM45,OUT049,2065.748783
FDO36,OUT046,2842.601563
NCK31,OUT045,771.625
DRJ37,OUT045,2354.328125
FDP24,OUT018,1646.304688
FDF46,OUT013,1869.898438
FDX46,OUT019,-897.5090298
NCL18,OUT045,2938.554688
FDJ26,OUT013,3463.36597
FDJ07,OUT045,1797.765625
FDY15,OUT013,2477.89722
DRG01,OUT045,1133.960938
FDF58,OUT045,1005.460938
FDZ14,OUT019,57.45190767
FDP31,OUT049,1223.201908
FDH45,OUT013,812.7487827
FDA09,OUT010,911.2878452
FDW31,OUT035,3373.264408
FDA57,OUT046,699.328125
NCE55,OUT035,2901.351563
FDC17,OUT019,1459.265625
FDC59,OUT013,1161.592533
FDA22,OUT013,2726.242188
FDK52,OUT035,3672.007813
NCM26,OUT046,2428.257813
NCT53,OUT035,2793.125
FDW45,OUT018,2096.8125
NCI18,OUT035,3641.234375
FDE38,OUT018,2372.25
FDF08,OUT019,-382.5871548
FDY58,OUT010,1717.3125
FDF58,OUT019,-839.953125
FDX39,OUT017,3478.95972
FDB44,OUT049,3489.757813
FDF28,OUT013,2073.631595
FDE39,OUT013,1886.117188
FDT37,OUT018,3754.75
FDZ45,OUT017,3251.039063
FDO40,OUT035,2533.21875
FDM57,OUT027,2866.748783
DRG36,OUT017,2804.320313
FDY36,OUT010,-718.2734375
DRL60,OUT027,3854.429688
FDS25,OUT019,-83.95434233
DRF49,OUT027,3226.539063
FDP16,OUT045,3790.164063
FDS60,OUT049,2984.828125
FDU15,OUT027,2152.069095
FDK43,OUT046,2048.601563
FDN25,OUT046,1025.61597
FDE53,OUT049,1775.15625
FDB22,OUT013,2495.515625
FDE39,OUT017,1996.671875
FDX35,OUT035,3785.030033
NCG54,OUT049,2758.15625
FDH27,OUT035,2439.390625
NCK42,OUT013,3422.898438
FDS25,OUT049,1902.530033
FDI10,OUT018,2496.264408
FDU35,OUT035,1774.46875
FDI04,OUT017,3274.170658
DRK23,OUT035,4125.554688
FDB53,OUT019,403.4140625
FDY02,OUT049,4230.037845
FDM60,OUT035,879.0065952
NCJ31,OUT010,1797.164063
DRP35,OUT017,2127.1875
NCQ30,OUT018,1662.976563
DRL11,OUT010,617.9140625
FDU01,OUT013,3044.70972
FDR39,OUT035,3009.75
FDO08,OUT046,2716.39722
FDC02,OUT045,4076.445313
NCZ29,OUT035,2176.398438
FDF29,OUT010,211.1003452
FDZ23,OUT017,3119.045658
NCU53,OUT018,2345.632813
NCW30,OUT013,4088.914063
NCM26,OUT027,3906.226563
FDV50,OUT027,3364
FDW15,OUT049,2480.358158
FDI35,OUT027,4382.601563
FDO11,OUT017,4099.123783
FDN48,OUT046,1503.117188
NCA17,OUT049,2483.867188
NCN54,OUT013,1294.273438
FDP22,OUT013,886.7409702
NCB54,OUT035,2166.390625
FDD08,OUT045,619.3828125
DRM48,OUT010,-1346.695313
FDG41,OUT027,3238.139408
FDE44,OUT027,2273.21875
FDE26,OUT035,2469.304688
NCS38,OUT013,1819.429688
NCJ54,OUT018,3336.929688
FDI40,OUT019,-317.3684048
FDN45,OUT018,3248.859375
FDU43,OUT046,3864.49097
FDI04,OUT010,1225.951908
NCC07,OUT018,1386.578125
NCC07,OUT019,-233.625
NCD18,OUT045,3550.53125
FDU55,OUT035,4266.945313
FDX59,OUT035,764.484375
FDR52,OUT049,3138.467533
NCP17,OUT013,1074.460938
FDQ32,OUT045,1967.076908
NCT17,OUT049,3082.648438
FDO10,OUT049,1089.506595
FDE32,OUT049,757.9609375
FDN44,OUT045,2494.835938
FDH02,OUT035,1668.61597
FDK60,OUT013,1663.537845
FDS24,OUT019,-452.0871548
FDL03,OUT010,1280.787845
FDB46,OUT027,4842.64722
FDO48,OUT049,3673.842533
FDZ39,OUT049,1817.155033
FDT02,OUT027,2021.226563
FDC50,OUT013,1574.007813
FDP39,OUT035,1006.40625
DRG15,OUT018,678.9453125
FDP10,OUT018,1374.75
FDF53,OUT027,4349.420658
FDN34,OUT045,2676.983158
FDK02,OUT045,1884.726563
FDC23,OUT045,2768.53125
FDJ10,OUT019,342.5612827
FDE53,OUT035,1854.398438
FDR25,OUT035,4399.733158
FDW50,OUT046,2598.265625
FDS09,OUT049,986.0300327
FDW49,OUT010,929
FDU51,OUT046,2872.069095
FDF28,OUT018,1765.17847
NCY30,OUT018,2548.5
FDD44,OUT045,4098.451908
FDX09,OUT017,2916.78125
NCF30,OUT013,1996.085938
FDZ50,OUT019,1039.280033
FDW37,OUT013,1506.84375
FDD11,OUT049,4149.75
DRH39,OUT018,908.734375
FDA36,OUT049,3044.992188
NCG43,OUT049,1552.703125
FDF02,OUT035,1833.476563
FDP57,OUT027,3089.25
NCE42,OUT017,3747.734375
NCR38,OUT027,5395.984375
FDP03,OUT019,148.6550327
FDO51,OUT035,913.3972202
NCQ42,OUT046,2025.492188
NCM41,OUT046,1477.554688
FDH48,OUT027,2836.5
DRF60,OUT046,3719.773438
FDJ27,OUT035,1808.037845
FDQ14,OUT013,2402.25
FDN27,OUT017,2010.164063
NCQ02,OUT046,2974.546875
FDJ33,OUT049,2127.819095
FDP07,OUT027,4585.945313
DRE01,OUT049,3862.007813
FDU36,OUT045,1555.851563
FDL28,OUT017,3739.701908
NCX53,OUT046,2259.328125
FDZ39,OUT013,1755.545658
NCP42,OUT013,3109.171875
FDJ14,OUT035,1541.967533
FDK04,OUT049,998.875
NCC19,OUT017,3150.640625
FDS09,OUT018,615.9519077
FDZ02,OUT046,1623.514408
FDD35,OUT018,1705.453125
NCY42,OUT017,2386.773438
FDB05,OUT045,3807.609375
FDF20,OUT035,3283.265625
NCO41,OUT018,1301.421875
FDC40,OUT027,2748.631595
FDV58,OUT045,3035.1875
FDZ57,OUT045,2046.655033
DRM35,OUT046,2855.398438
DRN36,OUT018,1226.90625
FDQ13,OUT046,1411.34375
DRO35,OUT010,-48.0703125
NCD43,OUT035,1796.382813
FDA51,OUT018,1539.358158
NCX17,OUT027,5114.585938
NCZ17,OUT049,759.6875
FDR11,OUT027,4022.467533
FDW34,OUT049,3938
FDN50,OUT017,1682.670658
FDS09,OUT046,870.5456577
FDS48,OUT018,2142.710938
FDL44,OUT049,2735.15625
DRF48,OUT018,2683.921875
FDA14,OUT018,2046.6875
NCD30,OUT049,1629.382813
FDI16,OUT017,962.1706577
NCG06,OUT035,4198.523438
DRZ24,OUT035,2051.414063
NCS17,OUT045,1454.25
FDB37,OUT045,3793.069095
FDE10,OUT035,2255.912845
FDC57,OUT045,3044.780033
FDM12,OUT018,2746.639408
FDE24,OUT049,2337.421875
FDW22,OUT045,3451.389408
DRD01,OUT027,2355.951908
NCZ18,OUT027,5392.984375
FDN49,OUT045,658.2722202
FDR22,OUT035,2004.451908
FDV08,OUT019,-1116.453125
FDY39,OUT046,2996.14722
FDV36,OUT049,2122.632813
FDO60,OUT045,698.2578125
FDU04,OUT027,3402.914063
FDR20,OUT027,2319.194095
FDW19,OUT019,-39.48559233
FDU40,OUT049,3157.601563
FDK15,OUT045,1503.328125
DRF15,OUT035,2533.710938
FDQ25,OUT017,2946.225345
FDI48,OUT019,-975.0480923
FDS49,OUT046,1285.429688
FDV22,OUT046,2561.545658
